,Consequent,Antecedent,Supp,Conf,Lift,Consequent_
888,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_WA')",0.082,0.934,3.921, Left:Y 
2605,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H')",0.053,0.933,3.919, Left:Y 
2599,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'standard_H', 'N_P')",0.053,0.933,3.918, Left:Y 
894,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H', 'N_P')",0.086,0.932,3.915, Left:Y 
1136,Y_L,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.059,0.932,3.914, Left:Y 
2618,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA')",0.051,0.932,3.913, Left:Y 
1130,Y_L,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.059,0.932,3.913, Left:Y 
2612,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_WA', 'N_P')",0.051,0.931,3.912, Left:Y 
1154,Y_L,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.095,0.931,3.911, Left:Y 
1160,Y_L,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.096,0.93,3.907, Left:Y 
899,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL', 'standard_H')",0.086,0.929,3.902, Left:Y 
1039,Y_L,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H')",0.053,0.926,3.889, Left:Y 
1034,Y_L,"('2_NP', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.053,0.926,3.888, Left:Y 
1147,Y_L,"('2_NP', 'medium_SL', '3_T', 'low_S')",0.062,0.926,3.887, Left:Y 
1142,Y_L,"('2_NP', 'medium_SL', '3_T', 'low_S', 'N_P')",0.062,0.925,3.885, Left:Y 
905,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA', 'N_P')",0.082,0.925,3.885, Left:Y 
1166,Y_L,"('2_NP', 'medium_SL', '3_T', 'standard_H', 'N_P')",0.1,0.925,3.884, Left:Y 
1171,Y_L,"('2_NP', 'medium_SL', '3_T', 'standard_H')",0.101,0.924,3.882, Left:Y 
910,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_WA')",0.083,0.923,3.878, Left:Y 
139,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'intensive_H', 'N_P')",0.054,1.0,3.861, Last_Evaluation:insufficient 
144,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'intensive_H')",0.054,1.0,3.861, Last_Evaluation:insufficient 
127,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'intensive_H', 'N_WA', 'N_P')",0.051,1.0,3.861, Last_Evaluation:insufficient 
150,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'N_WA', 'N_P')",0.051,1.0,3.861, Last_Evaluation:insufficient 
230,insufficient_LE,"('low_SL', '4_T', 'N_WA')",0.066,1.0,3.861, Last_Evaluation:insufficient 
133,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'intensive_H', 'N_WA')",0.051,1.0,3.861, Last_Evaluation:insufficient 
155,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'N_WA')",0.052,1.0,3.861, Last_Evaluation:insufficient 
164,insufficient_LE,"('low_SL', '4_T', 'Y_L')",0.054,1.0,3.861, Last_Evaluation:insufficient 
320,insufficient_LE,"('low_SL', 'low_S', 'intensive_H', 'N_P')",0.052,1.0,3.861, Last_Evaluation:insufficient 
292,insufficient_LE,"('low_SL', 'Y_L', 'N_P')",0.065,1.0,3.861, Last_Evaluation:insufficient 
324,insufficient_LE,"('low_SL', 'low_S', 'intensive_H')",0.052,1.0,3.861, Last_Evaluation:insufficient 
217,insufficient_LE,"('low_SL', '4_T', 'intensive_H', 'N_P')",0.062,1.0,3.861, Last_Evaluation:insufficient 
17,insufficient_LE,"('6_NP', 'low_SL')",0.057,1.0,3.861, Last_Evaluation:insufficient 
315,insufficient_LE,"('low_SL', 'medium_S')",0.055,1.0,3.861, Last_Evaluation:insufficient 
221,insufficient_LE,"('low_SL', '4_T', 'intensive_H')",0.063,1.0,3.861, Last_Evaluation:insufficient 
313,insufficient_LE,"('low_SL', 'medium_S', 'N_P')",0.054,1.0,3.861, Last_Evaluation:insufficient 
15,insufficient_LE,"('6_NP', 'low_SL', 'N_P')",0.056,1.0,3.861, Last_Evaluation:insufficient 
12,insufficient_LE,"('6_NP', 'low_SL', 'N_WA')",0.051,1.0,3.861, Last_Evaluation:insufficient 
293,insufficient_LE,"('low_SL', 'Y_L')",0.065,1.0,3.861, Last_Evaluation:insufficient 
289,insufficient_LE,"('low_SL', 'Y_L', 'N_WA')",0.062,1.0,3.861, Last_Evaluation:insufficient 
332,insufficient_LE,"('low_SL', 'low_S', 'N_WA')",0.063,1.0,3.861, Last_Evaluation:insufficient 
160,insufficient_LE,"('low_SL', '4_T', 'Y_L', 'N_P')",0.054,1.0,3.861, Last_Evaluation:insufficient 
286,insufficient_LE,"('low_SL', 'Y_L', 'N_WA', 'N_P')",0.061,1.0,3.861, Last_Evaluation:insufficient 
2629,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'low_S')",0.053,0.919,3.861, Left:Y 
207,insufficient_LE,"('low_SL', '4_T', 'intensive_H', 'N_WA', 'N_P')",0.058,1.0,3.861, Last_Evaluation:insufficient 
281,insufficient_LE,"('low_SL', 'Y_L', 'intensive_H')",0.062,1.0,3.861, Last_Evaluation:insufficient 
9,insufficient_LE,"('6_NP', 'low_SL', 'N_WA', 'N_P')",0.051,1.0,3.861, Last_Evaluation:insufficient 
277,insufficient_LE,"('low_SL', 'Y_L', 'intensive_H', 'N_P')",0.062,1.0,3.861, Last_Evaluation:insufficient 
212,insufficient_LE,"('low_SL', '4_T', 'intensive_H', 'N_WA')",0.058,1.0,3.861, Last_Evaluation:insufficient 
272,insufficient_LE,"('low_SL', 'Y_L', 'intensive_H', 'N_WA')",0.059,1.0,3.861, Last_Evaluation:insufficient 
329,insufficient_LE,"('low_SL', 'low_S', 'N_WA', 'N_P')",0.063,1.0,3.861, Last_Evaluation:insufficient 
267,insufficient_LE,"('low_SL', 'Y_L', 'intensive_H', 'N_WA', 'N_P')",0.059,1.0,3.861, Last_Evaluation:insufficient 
237,insufficient_LE,"('low_SL', '4_T')",0.072,1.0,3.861, Last_Evaluation:insufficient 
361,insufficient_LE,"('low_SL', 'N_L', 'N_WA')",0.058,1.0,3.861, Last_Evaluation:insufficient 
226,insufficient_LE,"('low_SL', '4_T', 'N_WA', 'N_P')",0.065,1.0,3.861, Last_Evaluation:insufficient 
380,insufficient_LE,"('low_SL',)",0.137,1.0,3.861, Last_Evaluation:insufficient 
234,insufficient_LE,"('low_SL', '4_T', 'N_P')",0.072,1.0,3.861, Last_Evaluation:insufficient 
378,insufficient_LE,"('low_SL', 'N_P')",0.135,1.0,3.861, Last_Evaluation:insufficient 
375,insufficient_LE,"('low_SL', 'N_WA')",0.12,1.0,3.861, Last_Evaluation:insufficient 
335,insufficient_LE,"('low_SL', 'low_S', 'N_P')",0.072,1.0,3.861, Last_Evaluation:insufficient 
368,insufficient_LE,"('low_SL', 'N_L')",0.072,1.0,3.861, Last_Evaluation:insufficient 
365,insufficient_LE,"('low_SL', 'N_L', 'N_P')",0.07,1.0,3.861, Last_Evaluation:insufficient 
372,insufficient_LE,"('low_SL', 'N_WA', 'N_P')",0.119,1.0,3.861, Last_Evaluation:insufficient 
358,insufficient_LE,"('low_SL', 'N_L', 'N_WA', 'N_P')",0.057,1.0,3.861, Last_Evaluation:insufficient 
354,insufficient_LE,"('low_SL', 'intensive_H')",0.097,1.0,3.861, Last_Evaluation:insufficient 
338,insufficient_LE,"('low_SL', 'low_S')",0.072,1.0,3.861, Last_Evaluation:insufficient 
351,insufficient_LE,"('low_SL', 'intensive_H', 'N_P')",0.096,1.0,3.861, Last_Evaluation:insufficient 
347,insufficient_LE,"('low_SL', 'intensive_H', 'N_WA')",0.088,1.0,3.861, Last_Evaluation:insufficient 
343,insufficient_LE,"('low_SL', 'intensive_H', 'N_WA', 'N_P')",0.087,1.0,3.861, Last_Evaluation:insufficient 
2624,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'low_S', 'N_P')",0.053,0.919,3.86, Left:Y 
915,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL', 'N_P')",0.086,0.918,3.854, Left:Y 
1050,Y_L,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA')",0.051,0.915,3.845, Left:Y 
1045,Y_L,"('2_NP', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.051,0.915,3.844, Left:Y 
919,Y_L,"('2_NP', 'insufficient_LE', 'medium_SL')",0.087,0.915,3.842, Left:Y 
1284,Y_L,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA')",0.059,0.913,3.836, Left:Y 
1278,Y_L,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.059,0.913,3.835, Left:Y 
1177,Y_L,"('2_NP', 'medium_SL', '3_T', 'N_WA', 'N_P')",0.096,0.912,3.829, Left:Y 
1182,Y_L,"('2_NP', 'medium_SL', '3_T', 'N_WA')",0.096,0.911,3.827, Left:Y 
2636,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_WA', 'N_P')",0.082,0.91,3.82, Left:Y 
1065,Y_L,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.082,0.907,3.811, Left:Y 
1295,Y_L,"('2_NP', '3_T', 'low_S', 'standard_H')",0.062,0.906,3.804, Left:Y 
1070,Y_L,"('2_NP', 'insufficient_LE', 'standard_H', 'N_WA')",0.083,0.906,3.804, Left:Y 
1290,Y_L,"('2_NP', '3_T', 'low_S', 'standard_H', 'N_P')",0.061,0.905,3.8, Left:Y 
2642,Y_L,"('insufficient_LE', 'medium_SL', '3_T', 'standard_H', 'N_WA')",0.082,0.904,3.797, Left:Y 
1953,insufficient_LE,"('4_T', 'Y_L', 'intensive_H', 'N_WA')",0.052,0.964,3.722, Last_Evaluation:insufficient 
1948,insufficient_LE,"('4_T', 'Y_L', 'intensive_H', 'N_WA', 'N_P')",0.052,0.964,3.721, Last_Evaluation:insufficient 
1962,insufficient_LE,"('4_T', 'Y_L', 'intensive_H')",0.054,0.961,3.71, Last_Evaluation:insufficient 
1958,insufficient_LE,"('4_T', 'Y_L', 'intensive_H', 'N_P')",0.054,0.961,3.71, Last_Evaluation:insufficient 
1970,insufficient_LE,"('4_T', 'Y_L', 'N_WA')",0.053,0.937,3.619, Last_Evaluation:insufficient 
1967,insufficient_LE,"('4_T', 'Y_L', 'N_WA', 'N_P')",0.053,0.937,3.618, Last_Evaluation:insufficient 
1975,insufficient_LE,"('4_T', 'Y_L')",0.055,0.935,3.609, Last_Evaluation:insufficient 
1973,insufficient_LE,"('4_T', 'Y_L', 'N_P')",0.055,0.935,3.608, Last_Evaluation:insufficient 
638,medium_SL,"('sufficient_LE', 'N_L')",0.131,1.0,2.645, Satisfaction_Level:medium 
643,medium_SL,"('sufficient_LE', 'N_WA')",0.127,1.0,2.645, Satisfaction_Level:medium 
645,medium_SL,"('sufficient_LE', 'N_P')",0.145,1.0,2.645, Satisfaction_Level:medium 
646,medium_SL,"('sufficient_LE',)",0.15,1.0,2.645, Satisfaction_Level:medium 
726,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.051,1.0,2.645, Satisfaction_Level:medium 
784,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.082,1.0,2.645, Satisfaction_Level:medium 
777,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.082,1.0,2.645, Satisfaction_Level:medium 
718,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,1.0,2.645, Satisfaction_Level:medium 
641,medium_SL,"('sufficient_LE', 'N_WA', 'N_P')",0.124,1.0,2.645, Satisfaction_Level:medium 
617,medium_SL,"('sufficient_LE', 'intensive_H', 'N_WA', 'N_P')",0.052,1.0,2.645, Satisfaction_Level:medium 
636,medium_SL,"('sufficient_LE', 'N_L', 'N_P')",0.127,1.0,2.645, Satisfaction_Level:medium 
531,medium_SL,"('sufficient_LE', '3_T', 'N_L', 'N_P')",0.058,1.0,2.645, Satisfaction_Level:medium 
579,medium_SL,"('sufficient_LE', 'standard_H', 'N_L', 'N_WA')",0.058,1.0,2.645, Satisfaction_Level:medium 
575,medium_SL,"('sufficient_LE', 'standard_H', 'N_L', 'N_WA', 'N_P')",0.056,1.0,2.645, Satisfaction_Level:medium 
570,medium_SL,"('sufficient_LE', 'low_S')",0.069,1.0,2.645, Satisfaction_Level:medium 
569,medium_SL,"('sufficient_LE', 'low_S', 'N_P')",0.068,1.0,2.645, Satisfaction_Level:medium 
567,medium_SL,"('sufficient_LE', 'low_S', 'N_WA')",0.058,1.0,2.645, Satisfaction_Level:medium 
565,medium_SL,"('sufficient_LE', 'low_S', 'N_WA', 'N_P')",0.057,1.0,2.645, Satisfaction_Level:medium 
562,medium_SL,"('sufficient_LE', 'low_S', 'N_L')",0.058,1.0,2.645, Satisfaction_Level:medium 
560,medium_SL,"('sufficient_LE', 'low_S', 'N_L', 'N_P')",0.057,1.0,2.645, Satisfaction_Level:medium 
557,medium_SL,"('sufficient_LE', 'medium_S')",0.066,1.0,2.645, Satisfaction_Level:medium 
547,medium_SL,"('sufficient_LE', 'medium_S', 'N_L', 'N_P')",0.057,1.0,2.645, Satisfaction_Level:medium 
534,medium_SL,"('sufficient_LE', '3_T', 'N_L')",0.059,1.0,2.645, Satisfaction_Level:medium 
556,medium_SL,"('sufficient_LE', 'medium_S', 'N_P')",0.063,1.0,2.645, Satisfaction_Level:medium 
554,medium_SL,"('sufficient_LE', 'medium_S', 'N_WA')",0.056,1.0,2.645, Satisfaction_Level:medium 
539,medium_SL,"('sufficient_LE', '3_T', 'N_WA', 'N_P')",0.062,1.0,2.645, Satisfaction_Level:medium 
541,medium_SL,"('sufficient_LE', '3_T', 'N_WA')",0.063,1.0,2.645, Satisfaction_Level:medium 
552,medium_SL,"('sufficient_LE', 'medium_S', 'N_WA', 'N_P')",0.054,1.0,2.645, Satisfaction_Level:medium 
543,medium_SL,"('sufficient_LE', '3_T', 'N_P')",0.073,1.0,2.645, Satisfaction_Level:medium 
544,medium_SL,"('sufficient_LE', '3_T')",0.074,1.0,2.645, Satisfaction_Level:medium 
583,medium_SL,"('sufficient_LE', 'standard_H', 'N_L', 'N_P')",0.066,1.0,2.645, Satisfaction_Level:medium 
549,medium_SL,"('sufficient_LE', 'medium_S', 'N_L')",0.059,1.0,2.645, Satisfaction_Level:medium 
586,medium_SL,"('sufficient_LE', 'standard_H', 'N_L')",0.069,1.0,2.645, Satisfaction_Level:medium 
590,medium_SL,"('sufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.071,1.0,2.645, Satisfaction_Level:medium 
630,medium_SL,"('sufficient_LE', 'N_L', 'N_WA', 'N_P')",0.106,1.0,2.645, Satisfaction_Level:medium 
625,medium_SL,"('sufficient_LE', 'intensive_H')",0.065,1.0,2.645, Satisfaction_Level:medium 
623,medium_SL,"('sufficient_LE', 'intensive_H', 'N_P')",0.063,1.0,2.645, Satisfaction_Level:medium 
1153,medium_SL,"('2_NP', 'Y_L', '3_T', 'standard_H', 'N_WA', 'N_P')",0.095,1.0,2.645, Satisfaction_Level:medium 
620,medium_SL,"('sufficient_LE', 'intensive_H', 'N_WA')",0.054,1.0,2.645, Satisfaction_Level:medium 
1159,medium_SL,"('2_NP', 'Y_L', '3_T', 'standard_H', 'N_WA')",0.096,1.0,2.645, Satisfaction_Level:medium 
613,medium_SL,"('sufficient_LE', 'intensive_H', 'N_L')",0.063,1.0,2.645, Satisfaction_Level:medium 
610,medium_SL,"('sufficient_LE', 'intensive_H', 'N_L', 'N_P')",0.061,1.0,2.645, Satisfaction_Level:medium 
1109,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'standard_H', 'N_WA')",0.059,1.0,2.645, Satisfaction_Level:medium 
606,medium_SL,"('sufficient_LE', 'intensive_H', 'N_L', 'N_WA')",0.051,1.0,2.645, Satisfaction_Level:medium 
1102,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.059,1.0,2.645, Satisfaction_Level:medium 
602,medium_SL,"('sufficient_LE', 'intensive_H', 'N_L', 'N_WA', 'N_P')",0.05,1.0,2.645, Satisfaction_Level:medium 
633,medium_SL,"('sufficient_LE', 'N_L', 'N_WA')",0.109,1.0,2.645, Satisfaction_Level:medium 
598,medium_SL,"('sufficient_LE', 'standard_H')",0.085,1.0,2.645, Satisfaction_Level:medium 
596,medium_SL,"('sufficient_LE', 'standard_H', 'N_P')",0.082,1.0,2.645, Satisfaction_Level:medium 
593,medium_SL,"('sufficient_LE', 'standard_H', 'N_WA')",0.073,1.0,2.645, Satisfaction_Level:medium 
1165,medium_SL,"('2_NP', 'Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.999,2.644, Satisfaction_Level:medium 
1170,medium_SL,"('2_NP', 'Y_L', '3_T', 'standard_H')",0.101,0.999,2.644, Satisfaction_Level:medium 
791,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.086,0.999,2.643, Satisfaction_Level:medium 
797,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'standard_H')",0.086,0.999,2.643, Satisfaction_Level:medium 
804,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_WA', 'N_P')",0.082,0.999,2.643, Satisfaction_Level:medium 
810,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_WA')",0.082,0.999,2.643, Satisfaction_Level:medium 
756,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_WA')",0.051,0.999,2.642, Satisfaction_Level:medium 
1122,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'standard_H')",0.062,0.999,2.642, Satisfaction_Level:medium 
741,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.053,0.999,2.642, Satisfaction_Level:medium 
734,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.053,0.999,2.642, Satisfaction_Level:medium 
1116,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'standard_H', 'N_P')",0.061,0.999,2.642, Satisfaction_Level:medium 
749,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_WA', 'N_P')",0.05,0.999,2.642, Satisfaction_Level:medium 
821,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T')",0.086,0.998,2.641, Satisfaction_Level:medium 
816,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'N_P')",0.086,0.998,2.641, Satisfaction_Level:medium 
769,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S')",0.053,0.997,2.639, Satisfaction_Level:medium 
763,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', '3_T', 'low_S', 'N_P')",0.053,0.997,2.639, Satisfaction_Level:medium 
880,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'standard_H', 'N_WA', 'N_P')",0.082,0.998,2.639, Satisfaction_Level:medium 
886,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'standard_H', 'N_WA')",0.082,0.998,2.639, Satisfaction_Level:medium 
897,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'standard_H')",0.086,0.997,2.637, Satisfaction_Level:medium 
1203,medium_SL,"('2_NP', 'Y_L', 'low_S', 'standard_H', 'N_WA')",0.06,0.997,2.637, Satisfaction_Level:medium 
892,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'standard_H', 'N_P')",0.086,0.997,2.637, Satisfaction_Level:medium 
1197,medium_SL,"('2_NP', 'Y_L', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.059,0.997,2.636, Satisfaction_Level:medium 
829,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.051,0.996,2.635, Satisfaction_Level:medium 
836,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'standard_H', 'N_WA')",0.051,0.996,2.635, Satisfaction_Level:medium 
1209,medium_SL,"('2_NP', 'Y_L', 'low_S', 'standard_H', 'N_P')",0.062,0.996,2.634, Satisfaction_Level:medium 
1214,medium_SL,"('2_NP', 'Y_L', 'low_S', 'standard_H')",0.063,0.996,2.634, Satisfaction_Level:medium 
1240,medium_SL,"('2_NP', 'Y_L', 'standard_H', 'N_WA', 'N_P')",0.096,0.995,2.633, Satisfaction_Level:medium 
1245,medium_SL,"('2_NP', 'Y_L', 'standard_H', 'N_WA')",0.097,0.995,2.633, Satisfaction_Level:medium 
849,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'standard_H')",0.053,0.995,2.632, Satisfaction_Level:medium 
843,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'standard_H', 'N_P')",0.053,0.995,2.632, Satisfaction_Level:medium 
1254,medium_SL,"('2_NP', 'Y_L', 'standard_H')",0.102,0.995,2.632, Satisfaction_Level:medium 
1250,medium_SL,"('2_NP', 'Y_L', 'standard_H', 'N_P')",0.101,0.995,2.631, Satisfaction_Level:medium 
856,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_WA', 'N_P')",0.051,0.993,2.628, Satisfaction_Level:medium 
862,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_WA')",0.051,0.993,2.628, Satisfaction_Level:medium 
868,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S', 'N_P')",0.053,0.993,2.626, Satisfaction_Level:medium 
903,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'N_WA', 'N_P')",0.082,0.993,2.626, Satisfaction_Level:medium 
908,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'N_WA')",0.083,0.993,2.626, Satisfaction_Level:medium 
873,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'low_S')",0.053,0.993,2.626, Satisfaction_Level:medium 
2634,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.082,0.993,2.626, Satisfaction_Level:medium 
2640,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.082,0.993,2.626, Satisfaction_Level:medium 
1190,medium_SL,"('2_NP', 'Y_L', '3_T')",0.101,0.992,2.625, Satisfaction_Level:medium 
2590,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.051,0.992,2.625, Satisfaction_Level:medium 
1181,medium_SL,"('2_NP', 'Y_L', '3_T', 'N_WA')",0.096,0.992,2.625, Satisfaction_Level:medium 
2646,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.086,0.992,2.625, Satisfaction_Level:medium 
917,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE')",0.087,0.992,2.625, Satisfaction_Level:medium 
1176,medium_SL,"('2_NP', 'Y_L', '3_T', 'N_WA', 'N_P')",0.096,0.992,2.625, Satisfaction_Level:medium 
913,medium_SL,"('2_NP', 'Y_L', 'insufficient_LE', 'N_P')",0.086,0.992,2.625, Satisfaction_Level:medium 
2651,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'standard_H')",0.086,0.992,2.625, Satisfaction_Level:medium 
2583,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.05,0.992,2.624, Satisfaction_Level:medium 
1186,medium_SL,"('2_NP', 'Y_L', '3_T', 'N_P')",0.1,0.992,2.624, Satisfaction_Level:medium 
1129,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'N_WA', 'N_P')",0.059,0.991,2.622, Satisfaction_Level:medium 
2603,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.053,0.991,2.622, Satisfaction_Level:medium 
1135,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'N_WA')",0.059,0.991,2.622, Satisfaction_Level:medium 
2597,medium_SL,"('Y_L', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.053,0.991,2.622, Satisfaction_Level:medium 
1146,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S')",0.062,0.99,2.62, Satisfaction_Level:medium 
1141,medium_SL,"('2_NP', 'Y_L', '3_T', 'low_S', 'N_P')",0.062,0.99,2.62, Satisfaction_Level:medium 
2970,medium_SL,"('Y_L', '3_T', 'standard_H', 'N_WA', 'N_P')",0.096,0.99,2.62, Satisfaction_Level:medium 
2927,medium_SL,"('Y_L', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.059,0.99,2.619, Satisfaction_Level:medium 
2980,medium_SL,"('Y_L', '3_T', 'standard_H', 'N_P')",0.1,0.99,2.619, Satisfaction_Level:medium 
2939,medium_SL,"('Y_L', '3_T', 'low_S', 'standard_H', 'N_P')",0.062,0.989,2.617, Satisfaction_Level:medium 
2975,medium_SL,"('Y_L', '3_T', 'standard_H', 'N_WA')",0.096,0.988,2.615, Satisfaction_Level:medium 
2984,medium_SL,"('Y_L', '3_T', 'standard_H')",0.101,0.988,2.614, Satisfaction_Level:medium 
1414,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA', 'N_P')",0.052,0.987,2.612, Satisfaction_Level:medium 
1421,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_WA')",0.052,0.987,2.612, Satisfaction_Level:medium 
1471,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA')",0.085,0.987,2.611, Satisfaction_Level:medium 
2933,medium_SL,"('Y_L', '3_T', 'low_S', 'standard_H', 'N_WA')",0.059,0.987,2.61, Satisfaction_Level:medium 
1465,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_WA', 'N_P')",0.085,0.987,2.61, Satisfaction_Level:medium 
2944,medium_SL,"('Y_L', '3_T', 'low_S', 'standard_H')",0.062,0.986,2.609, Satisfaction_Level:medium 
1482,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H')",0.09,0.985,2.605, Satisfaction_Level:medium 
1477,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'standard_H', 'N_P')",0.089,0.985,2.604, Satisfaction_Level:medium 
1434,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H')",0.054,0.984,2.604, Satisfaction_Level:medium 
1428,medium_SL,"('2_NP', 'insufficient_LE', '3_T', 'low_S', 'standard_H', 'N_P')",0.054,0.984,2.604, Satisfaction_Level:medium 
1234,medium_SL,"('2_NP', 'Y_L', 'low_S')",0.063,0.982,2.599, Satisfaction_Level:medium 
1220,medium_SL,"('2_NP', 'Y_L', 'low_S', 'N_WA', 'N_P')",0.06,0.983,2.599, Satisfaction_Level:medium 
1225,medium_SL,"('2_NP', 'Y_L', 'low_S', 'N_WA')",0.06,0.983,2.599, Satisfaction_Level:medium 
